Month,CPI_SA,Core_SA,Services_SA,PPI_SA,CoreGoods_SA,PPI_Mfg_SA,USDTRY,EURTRY
2017-05-01,309.265627,286.2710812,328.5349321,295.31,209.7896077,299.01,3.5670666666666664,3.9359261904761906
2017-06-01,310.2670092,287.2445751,330.2731034,295.52,210.5880674,299.17,3.52216500,3.95221750
2017-07-01,311.3426858,289.5044516,332.9446463,297.65,212.9009231,301.89,3.56307381,4.095114285714286
2017-08-01,314.0003156,292.0562304,335.2136306,300.18,214.8516672,304.49,3.5156386363636365,4.1473522727272725
2017-09-01,316.2616081,294.4925226,337.6922217,300.9,216.6617778,305.55,3.471171052631579,4.1414210526315784
2017-10-01,319.8085921,298.0549845,340.1049859,306.04,219.9386859,310.69,3.665565909090909,4.312172727272727
2017-11-01,324.6814273,302.1812347,342.9967767,312.21,223.0247495,318.17,3.882543181818182,4.553722727272728
2017-12-01,328.1038482,305.7903225,346.1407269,316.48,226.6864757,322.43,3.851164285714286,4.55662381
2018-01-01,329.2031958,308.7652552,348.4820832,319.6,230.1030586,327.69,3.77572500,4.5954204545454544
2018-02-01,332.5196874,311.5835838,351.8315091,328.17,233.6886918,332.56,3.7814250000000005,4.67737750
2018-03-01,336.0257411,315.2868121,354.9581947,333.21,236.6752466,338.5,3.884365909090909,4.7897704545454545
2018-04-01,341.0737765,320.5931227,358.21826,341.88,242.2604496,347.96,4.05768750,4.98829000
2018-05-01,347.18445,325.6544174,361.7912601,354.85,245.7218874,359.91,4.4181136363636355,5.2270045454545455
2018-06-01,358.1338648,330.4888091,366.3731415,365.6,251.3886986,371.27,4.63238500,5.41183250
2018-07-01,360.622078,335.7946443,370.225555,372.06,256.0282593,378.2,4.752281818181817,5.5503113636363635
2018-08-01,369.9117027,344.4880093,374.5797411,396.62,264.7273224,405.85,5.735358333333333,6.612536111111111
2018-09-01,393.3652446,367.07942,384.0657376,439.78,290.7179386,442.36,6.37260500,7.43137250
2018-10-01,400.2731951,373.7282533,388.830148,443.78,293.1219953,443.11,5.86465000,6.74777500
2018-11-01,394.5489862,368.4875623,392.5765155,432.55,280.7341652,429.42,5.3783318181818185,6.111579545454545
2018-12-01,394.6829064,368.1623722,396.2237492,422.94,280.6086976,422.74,5.310907142857143,6.044119047619048
2019-01-01,396.0076299,366.6511773,399.9264067,424.86,280.955214,424.72,5.374231818181818,6.137956818181818
2019-02-01,397.8348257,367.6941024,403.5757245,425.26,282.5082686,427.25,5.26679250,5.98048000
2019-03-01,402.0687494,370.7603556,407.8381487,431.98,283.4414463,434.05,5.446840476190475,6.16352619
2019-04-01,407.6461239,374.8740421,412.5993736,444.85,285.3354971,446.46,5.7409380952380955,6.453338095238095
2019-05-01,412.1911429,379.4213289,417.2408368,456.74,287.1440114,459.29,6.054902272727273,6.773415909090909
2019-06-01,414.3704911,383.0948107,420.9310766,457.16,288.2963691,457.23,5.817167647058824,6.562805882352942
2019-07-01,420.5226876,392.7993232,424.8330044,452.63,301.0541759,453.38,5.677286363636363,6.374870454545455
2019-08-01,425.7031828,393.2061501,428.9627107,449.96,299.4923001,448.82,5.629847222222223,6.261661111111112
2019-09-01,430.183292,397.9643555,434.1709896,450.55,299.7945175,448.58,5.717942857142857,6.299254761904762
2019-10-01,435.245367,402.267414,438.2358085,451.31,300.8628498,448.71,5.78975000,6.391663636363637
2019-11-01,436.9384048,405.4859127,442.4607272,450.97,300.953847,448.52,5.7363880952380955,6.345569047619048
2019-12-01,441.6361563,408.9766965,447.0401458,454.08,302.3848607,452.25,5.842888636363636,6.486722727272728
2020-01-01,443.9687614,410.3597998,446.0990961,462.42,301.3792469,460.6,5.923493181818182,6.580981818181818
2020-02-01,446.3324817,411.4943839,451.0100297,464.64,302.2976682,463.64,6.04992000,6.59984250
2020-03-01,448.8367739,412.988692,455.1723574,468.69,305.9807788,467.87,6.320118181818181,6.995040909090909
2020-04-01,451.6846324,415.0431582,459.0405864,474.69,308.3569949,474.45,6.825102380952381,7.423450000000001
2020-05-01,458.9054545,421.3597689,463.4072021,482.02,313.9283293,482.14,6.958217647058824,7.566320588235294
2020-06-01,465.9767075,429.1865878,469.4151078,485.37,320.1456888,484.61,6.814961363636364,7.669334090909091
2020-07-01,469.9253391,435.7082162,474.9812276,490.33,325.1119499,489.42,6.857273809523809,7.828016666666667
2020-08-01,476.2500191,441.0531604,480.5890836,501.85,329.1533046,503.98,7.25872000,8.58352000
2020-09-01,481.4654174,445.6348802,484.6994917,515.13,335.8027557,518.22,7.514552272727272,8.868727272727273
2020-10-01,488.7146499,452.1100874,490.737208,533.44,340.948823,537.59,7.88097619,9.282059523809524
2020-11-01,499.3831477,460.6563297,496.8396179,555.18,350.4331311,560.85,8.010542857142857,9.46572381
2020-12-01,507.0735298,468.3953499,503.2704419,568.27,356.4120294,575.81,7.728017391304348,9.392628260869564
2021-01-01,510.2242413,473.0926959,495.2128986,583.38,360.3191296,591.51,7.40063000,9.016202499999999
2021-02-01,514.8137571,477.0341532,500.6510537,590.52,364.7830006,600.73,7.0787450000000005,8.56389000
2021-03-01,520.0095958,482.7546859,506.9444062,614.93,370.2438062,626.76,7.635102173913044,9.099521739130434
2021-04-01,527.6490374,488.8747139,514.3067953,641.63,377.0874881,655.28,8.162371428571428,9.742659523809523
2021-05-01,534.3469779,496.3333309,521.3321847,666.79,377.7339672,681.13,8.34976111,10.139788888888889
2021-06-01,546.7611838,507.7491516,529.084595,693.54,388.8586247,706.91,8.604418181818183,10.380559090909092
2021-07-01,558.5855152,518.3238891,538.3180292,710.61,391.5831804,723.64,8.620702941176472,10.201358823529413
2021-08-01,568.6600523,524.4395802,548.2735757,730.28,394.2801325,732.64,8.483338095238096,9.987285714285715
2021-09-01,576.6356846,530.7574125,559.5970354,741.58,402.0343959,744.58,8.519543181818182,10.037609090909092
2021-10-01,587.9658929,541.8070294,571.9824445,780.45,408.5249558,784.56,9.148172500000001,10.61088000
2021-11-01,607.9665157,561.5517427,588.0007924,858.43,422.4136335,859.46,10.532738636363636,12.022222727272727
2021-12-01,692.4016367,642.4610504,627.0757801,1022.25,509.1670501,1021.73,13.540678260869566,15.303350000000002
2022-01-01,758.9423727,699.9720295,647.7089208,1129.03,537.0334184,1125.57,13.531438095238096,15.328590476190476
2022-02-01,794.0112806,726.2572746,670.166799,1210.6,562.3199401,1188.6,13.63339500,15.457757500000001
2022-03-01,835.720133,768.8604231,693.8336504,1321.9,588.4477118,1294.6,14.578726086956522,16.068482608695653
2022-04-01,895.1233095,810.713001,731.0809604,1423.27,610.2684922,1389.75,14.696795238095238,15.946528571428571
2022-05-01,925.5139823,845.3158452,754.2499014,1548.01,627.2762533,1465.68,15.637988888888888,16.543469444444444
2022-06-01,975.3570618,899.4831703,779.0949567,1652.75,641.2312077,1558.51,16.979995454545453,17.975418181818185
2022-07-01,1002.103345,921.913546,806.0917618,1738.21,661.3726618,1604.4,17.403077777777778,17.788891666666665
2022-08-01,1024.861343,945.1800596,836.4379832,1780.05,683.9297798,1651.61,18.011163636363637,18.268654545454545
2022-09-01,1057.033569,972.9746521,870.4234363,1865.09,701.6003602,1695.34,18.29793863636364,18.14502500
2022-10-01,1091.162697,1000.685421,905.825885,2011.13,723.6136903,1749.35,18.581340476190476,18.26620714285714
2022-11-01,1122.712943,1025.169149,942.7184052,2026.08,740.9135621,1784.58,18.60763863636364,18.937504545454544
2022-12-01,1139.390783,1048.406311,980.4575887,2021.19,759.4169938,1825.42,18.65375681818182,19.72244090909091
2023-01-01,1196.408917,1095.074212,1057.436733,2105.17,779.6037364,1918.94,18.774472727272727,20.21390681818182
2023-02-01,1230.540305,1119.991174,1093.438304,2138.04,798.8314532,1969.32,18.84026000,20.21214750
