DATE,GDP,PRIV_CONS,GROSS_FIXED_CAPITAL,GDP_trend_100,GDP_trend_400,GDP_trend_800,GDP_trend_1600,PRIV_CONS_trend_100,PRIV_CONS_trend_400,PRIV_CONS_trend_800,PRIV_CONS_trend_1600,GROSS_FIXED_CAPITAL_trend_100,GROSS_FIXED_CAPITAL_trend_400,GROSS_FIXED_CAPITAL_trend_800,GROSS_FIXED_CAPITAL_trend_1600
Sep-17,164.36,159.86,226.46,164.89192895363618,163.73216781983845,163.2207016769289,162.81260048269553,159.58046333354284,157.53395665379935,156.67864890380508,156.39642565894522,216.0022082210856,211.98602841611853,210.06706608895178,208.2091747818671
Dec-17,181.66,173.41,234.93,166.60630236251586,165.2575984858189,164.78150957721272,164.46777624232243,160.6749366681789,158.54934337330633,157.86032661305384,157.86075991828125,216.72594451808928,212.45229206415613,210.68268716084376,209.09495832585296
Mar-18,174.57,165.69,225.17,168.05112987680155,166.68845587176713,166.2951129941549,166.10448698600516,161.5464417871571,159.53523752401773,159.08232705485804,159.40789441876555,216.58205758251162,212.5082914114144,211.02074866566642,209.7903989037389
Jun-18,157.5,154.81,212.4,169.25250953439485,168.0410222143256,167.77487497138335,167.73258713295263,162.24594922945718,160.53219645961434,160.37924625401544,161.06418849319203,215.59173389525705,212.1911565360376,211.114470399104,210.3209543043831
Sep-18,174.13,164.94,244.55,170.30172807442918,169.35128361045747,169.24450216128338,169.36722204800762,162.86586511618714,161.59616443996694,161.79393982650532,162.85992779034297,213.86203936140492,211.56967178764145,211.01475872100883,210.721694567329
Dec-18,186.74,177.03,226.32,171.1725471406942,170.6288736015901,170.71485762252604,171.0171417290547,163.42423607616055,162.76878023379737,163.36230183048946,164.82148909119226,211.46812254708203,210.7131436245018,210.7741269032344,211.0289891356797
Mar-19,176.08,168.39,197.09,171.87701109623518,171.89537252012482,172.20291128608082,172.6940729101985,163.95985008702914,164.10004219872764,165.12415889934653,166.97654922184492,208.792011624801,209.77332932542544,210.48700726923295,211.30035014343375
Jun-19,153.97,149.77,182.28,172.58283883269044,173.21263851445894,173.74566451088927,174.41956911196297,164.64755276568292,165.67560174179516,167.13642228916723,169.36041532772396,206.36425354160363,208.94100331015792,210.2672644838279,211.6028466063799
Sep-19,171.5,165.1,193.32,173.49977913073587,174.6529913016895,175.3849650167852,176.21730005930323,165.70649122814154,167.5918351645407,169.46008555741784,172.00927796098873,204.59837512828355,208.37523167513132,210.21201695275582,211.99466607146726
Dec-19,188.04,179.34,193.8,174.6514523827204,176.24064400262722,177.1379409429639,178.09815449647937,167.20703706276788,169.90535476415033,172.13443423370344,174.94708366421878,203.66706068021838,208.1684280085021,210.3833990011488,212.515669306516
Mar-20,179.03,173.19,211.53,176.04148118968556,177.99192725982874,179.01686422234968,180.07007285521456,169.21349694564321,172.66654324989884,175.19330374068238,178.19346068126805,203.63021074150276,208.375367819239,210.82242993294795,213.19404541305164
Jun-20,160.04,155.66,180.44,177.8073736288456,179.95267010584416,181.0476343616882,182.14720922067167,171.91150718222116,175.94936994415073,178.67953645822078,181.77078282870033,204.44905524942914,209.01490554628953,211.54939980334305,214.04628619928314
Sep-20,153.66,149.3,182.54,180.11652296551802,182.17129675507402,183.25616728744728,184.343067632479,175.52646910849901,179.82911281114573,182.6334706365091,185.6982967601537,206.16382203387502,210.11378220905314,212.58548313010775,215.0878434450363
Dec-20,199.55,193.21,238.03,182.95864872873196,184.64644974665413,185.64211938314259,186.65733512450197,180.12126898865185,184.33032639026317,187.06667010516492,189.9789298899982,208.57464837222375,211.6273015630635,213.91296768126153,216.3131650012623
Mar-21,200.14,200.84,226.83,186.05890521786137,187.30549337783265,188.16815182318052,189.07052181333577,185.49652839576987,189.4012424388544,191.94903185551027,194.5928606971288,211.24543332151993,213.44183290833158,215.47658437091127,217.69635631675914
Jun-21,172.64,169.4,203.41,189.3083602449929,190.1130508214911,190.8143106327384,191.57119573112266,191.5837562130568,195.01229189829525,197.25813204123557,199.52228707925912,214.0346294550859,215.50975229096073,217.25121040356206,219.22509586219897
Sep-21,188.54,186.49,220.8,192.73889257003455,193.0658315170665,193.5756066472145,194.1548433338716,198.46789603975844,201.16250260386437,202.9826605262117,204.7533113961672,216.95653501302866,217.81690617478353,219.22591475325527,220.89277063555608
Dec-21,216.86,213.78,234.22,196.2156973504443,196.11686227694196,196.42433281371626,196.80511908025971,206.0120539129901,207.78687166109466,209.07648450925817,210.25320957820648,219.91920194090432,220.31889164290487,221.37246488102792,222.68288319989085
Mar-22,210.77,238.19,229.7,199.56198081797976,199.2078553347079,199.32648757104224,199.5021681518802,213.95955690946954,214.78371491900938,215.47285536353678,215.9778429861077,222.8691168341387,222.97876351299283,223.66459585447552,224.57887813661637
Jun-22,185.99,202.42,209.15,202.8073922308942,202.33238076826234,202.27361394197368,202.23867003090118,222.13141156678458,222.06633104747897,222.11090385657275,221.88527722461524,225.8957742687487,225.79432937360815,226.09210216009228,226.57141072514565
Sep-22,202.04,225.48,229.26,206.09366103926112,205.5129140171665,205.27155933982817,205.0143465943958,230.5909288534284,229.60653442907636,228.95815718668683,227.94746049660716,229.1569776524098,228.78019990452896,228.6523225395544,228.6543369460564
Dec-22,225.15,254.07,229.9,209.39434277084504,208.7310745690611,208.3058166604957,207.81876430066788,239.2043056222264,237.3270236187558,235.95752892237903,234.1241752066961,232.64307265011013,231.90937496209955,231.32141810683777,230.81062439822307
Mar-23,220.2,268.41,250.12,212.64245634301798,211.95979962654377,211.35783935069145,210.63963064139975,247.78662943746974,245.1401808353989,243.0475849356659,240.37366159668426,236.3454351503138,235.1560539029028,234.07630957274387,233.02361921992883
Jun-23,192.75,235.02,217.03,215.9285772454435,215.21307370578953,214.43013608630494,213.4754851305858,256.30164480722726,253.0002457388402,250.18953168741112,246.6666260488696,240.22801031498366,238.4894126461163,236.8921408754407,235.27609840920786
Sep-23,212.13,263.22,242.26,219.41885640435484,218.52548182390683,217.53626824403722,216.33084251306929,264.9193299451931,260.91963253682576,257.3762786573087,252.9912976570522,244.39248895457956,241.91603697616029,239.76411056613009,237.5615242020818
Dec-23,236.9,279.58,263.87,223.0476589735309,221.87545131373977,220.66269703048147,219.1972641054869,273.59684661698907,268.86580482275446,264.5817734104433,259.3286263737512,248.70858177641136,245.38886414583968,242.66258951991963,239.86195502306637
